,title,url,time,Update_dt,trd_dt
0,[하우머니] 증시 출렁여도 후한 인심…‘배당 맛집’ ETF는?,https://biz.sbs.co.kr/article_hub/20000126356?division=NAVER,1시간 전,2023-07-11 11:13:48.652240,20230711
1,만들어진 ETF 100조? 운용사 시가총액 뻥튀기 논란,http://www.edaily.co.kr/news/newspath.asp?newsid=01131606635673536,6시간 전,2023-07-11 11:13:48.652240,20230711
2,한달새 1조원 빨아들인 '금리형 ETF',https://www.mk.co.kr/article/10781176,17시간 전,2023-07-11 11:13:48.652240,20230710
3,다시금 '20조원' 육박한 빚투…개인 투자자 성적표는 '글쎄',http://news.mt.co.kr/mtview.php?no=2023071008432146580,18시간 전,2023-07-11 11:13:48.652305,20230710
4,증시 박스에 갇히자...‘파킹형’ 금리ETF 한달새 1조 유입,https://www.mk.co.kr/article/10780944,19시간 전,2023-07-11 11:13:48.652305,20230710
5,[더벨][ETF 위클리]파킹상품 자금몰이…KODEX CD금리 액티브 '인기',https://www.thebell.co.kr/free/content/ArticleView.asp?key=202307100920331160101151,1일 전,2023-07-11 11:13:48.652305,20230710
6,"코스피, 혼조세 출발…美 연착륙 기대 vs 금리인상 지속",http://news.einfomax.co.kr/news/articleView.html?idxno=4272964,1일 전,2023-07-11 11:13:48.652305,20230710
7,ETF 100조 시대… “미국 주식·2차전지·반도체 투자하세요” [마이머니],http://www.segye.com/content/html/2023/07/09/20230709512125.html?OutUrl=naver,1일 전,2023-07-11 11:13:48.652305,20230710
8,조선株 ETF '훨훨' 올해 20%대 수익,https://www.mk.co.kr/article/10780035,1일 전,2023-07-11 11:13:48.652305,20230710
9,호황 맞은 조선株 하반기 뜨나…2분기 ETF 상위권 ‘들썩’,https://www.etoday.co.kr/news/view/2264189,3일 전,2023-07-11 11:13:48.652305,20230708
10,하반기 박스피 전망?…횡보에 수익나는 '커버드콜 ETF' 주목,https://biz.sbs.co.kr/article_hub/20000126037?division=NAVER,3일 전,2023-07-11 11:13:48.864566,20230708
